"Entidade";"Data Pagto";"Tipo Pessoa";"CPF/CNPJ";"Nome Favorecido";"Processo";"Descrição da Despesa";"NF/Documento";"Valor Bruto(em R$)";"Valor Retido(em R$)";"Valor Líquido(em R$)"
"EPTC";"12/06/2017";"CNPJ";"89398473000100";"COMPANHIA DE PROCESS.DADOS MUNIC. POA";"CON:2/2016";"PROCEMPA";"653";"220.000,00";"0,00";"220.000,00"
"EPTC";"14/06/2017";"CNPJ";"89398473000100";"COMPANHIA DE PROCESS.DADOS MUNIC. POA";"CON:2/2016";"PROCEMPA";"653";"107.470,94";"0,00";"107.470,94"
"EPTC";"14/06/2017";"CNPJ";"89398473000100";"COMPANHIA DE PROCESS.DADOS MUNIC. POA";"CON:2/2016";"PROCEMPA";"654";"8.805,60";"0,00";"8.805,60"
"EPTC";"14/06/2017";"CNPJ";"89398473000100";"COMPANHIA DE PROCESS.DADOS MUNIC. POA";"CON:2/2016";"PROCEMPA";"542096";"8.657,35";"0,00";"8.657,35"
"EPTC";"14/06/2017";"CNPJ";"89398473000100";"COMPANHIA DE PROCESS.DADOS MUNIC. POA";"CON:2/2016";"PROCEMPA";"655";"2.986,05";"0,00";"2.986,05"
"EPTC";"14/06/2017";"CNPJ";"4025105000156";"SANITARIOS ECOLOGICOS TOALETE LTDA";"CON:10/2016";"OUTRAS DESPESAS";"441";"325,00";"16,25";"308,75"
"EPTC";"14/06/2017";"CNPJ";"1527405000145";"W&M PUBLICIDADE LTDA";"CON:1/2017";"OUTRAS ENTRADAS";"2011";"429,10";"0,00";"429,10"
"EPTC";"14/06/2017";"CNPJ";"10375950000154";"RECILUX";"CON:22/2014";"OUTRAS DESPESAS";"5023";"1.119,04";"43,30";"1.075,74"
"EPTC";"14/06/2017";"CNPJ";"87096616000196";"UNIMED PORTO ALEGRE SOCIEDADE COOPERATIV";"CON:23/2013";"PLANO DE SAUDE";"321952";"651.233,27";"0,00";"651.233,27"
"EPTC";"14/06/2017";"CNPJ";"8829940000108";"GABRIELA TORRES RAUBER";"O.C:104660";"MATERIAL DE LIMPEZA";"10412";"223,51";"0,00";"223,51"
"EPTC";"14/06/2017";"CNPJ";"8829940000108";"GABRIELA TORRES RAUBER";"O.C:104660";"MATERIAL DE LIMPEZA";"10420";"3.150,00";"0,00";"3.150,00"
"EPTC";"14/06/2017";"CNPJ";"40432544000147";"CLARO S.A";"CON:10/2014";"TELEFONE";"51";"1.290,84";"0,00";"1.290,84"
"EPTC";"14/06/2017";"CNPJ";"40432544000147";"CLARO S.A";"CON:10/2014";"TELEFONE";"52";"8.223,25";"0,00";"8.223,25"
"EPTC";"16/06/2017";"CNPJ";"69034668000156";"SODEXO PASS DO BRASIL SERV. E COM. S.A.";"CON:12/2016";"VALE ALIMENTACAO";"28920";"955,00";"0,00";"955,00"
"EPTC";"16/06/2017";"CNPJ";"69034668000156";"SODEXO PASS DO BRASIL SERV. E COM. S.A.";"CON:12/2016";"VALE ALIMENTACAO";"28922";"1.002,75";"0,00";"1.002,75"
"EPTC";"16/06/2017";"CNPJ";"69034668000156";"SODEXO PASS DO BRASIL SERV. E COM. S.A.";"CON:12/2016";"VALE ALIMENTACAO";"28936";"989,62";"0,00";"989,62"
"EPTC";"16/06/2017";"CNPJ";"69034668000156";"SODEXO PASS DO BRASIL SERV. E COM. S.A.";"CON:12/2016";"VALE ALIMENTACAO";"28938";"50,76";"0,00";"50,76"
"EPTC";"16/06/2017";"CNPJ";"69034668000156";"SODEXO PASS DO BRASIL SERV. E COM. S.A.";"CON:12/2016";"VALE ALIMENTACAO";"18704";"273,87";"0,00";"273,87"
"EPTC";"16/06/2017";"CNPJ";"3506307000157";"TICKET SOLUÇÕES HDFGT S.A.";"CON:25/2016";"MANUTENCAO DE VEICULOS";"23830402";"71.165,80";"0,00";"71.165,80"
"EPTC";"16/06/2017";"CNPJ";"94038874000181";"CASA DO MECANICO LTDA.";"O.C:104734";"MATERIAL DE SINALIZACAO VIARIA";"24473";"422,40";"0,00";"422,40"
"EPTC";"16/06/2017";"CNPJ";"94038874000181";"CASA DO MECANICO LTDA.";"O.C:104734";"MATERIAL DE SINALIZACAO VIARIA";"24475";"180,00";"0,00";"180,00"
"EPTC";"19/06/2017";"CNPJ";"88664000154";"DZL DISTRIBUIDORA ZANATA LTDA.";"O.C:104607";"MATERIAL DE LIMPEZA";"25676";"1.164,92";"0,00";"1.164,92"
"EPTC";"19/06/2017";"CNPJ";"8471046000109";"DESKART SUL DISTR. DE MAT. DE LIMP. LTDA";"O.C:18275";"MATERIAL DE LIMPEZA";"17189";"2.695,36";"0,00";"2.695,36"
"EPTC";"19/06/2017";"CNPJ";"8471046000109";"DESKART SUL DISTR. DE MAT. DE LIMP. LTDA";"O.C:18275";"MATERIAL DE LIMPEZA";"17190";"458,00";"0,00";"458,00"
"EPTC";"19/06/2017";"CNPJ";"3506307000157";"TICKET SOLUÇÕES HDFGT S.A.";"CON:25/2016";"MANUTENCAO DE VEICULOS";"23529826";"58.496,81";"0,00";"58.496,81"
"EPTC";"19/06/2017";"CNPJ";"23334784000190";"DIEGO RUPERTI ROCHA - ME";"O.C:105145";"OUTRAS ENTRADAS";"2000";"2.638,00";"0,00";"2.638,00"
"EPTC";"19/06/2017";"CNPJ";"11936827000128";"RGC PERICIAS CONTABEIS LTDA";"CON:15/2013";"OUTROS SERVICOS PRESTADOS PJ";"47";"2.459,86";"274,28";"2.185,58"
"EPTC";"19/06/2017";"CNPJ";"15616221000166";"DENIZIO PIRES CORREA";"CON:19/2012";"RECOLHIMENTO DE ANIMAIS";"80";"18.669,59";"373,39";"18.296,20"
"EPTC";"19/06/2017";"CNPJ";"90180605000102";"GENTE SEGURADORA S.A";"CON:24/2013";"SEGURO DE VIDA";"160527";"7.009,00";"0,00";"7.009,00"
"EPTC";"19/06/2017";"CNPJ";"9338999000158";"SHOW PRESTADORA DE SERV. DO BRASIL LTDA";"CON:14/2014";"MONITORAMENTO GPS";"1149";"126.697,28";"3.370,55";"123.326,73"
"EPTC";"20/06/2017";"CNPJ";"5828337000105";"ATENTO SERVICE E LOGISTICA LTDA";"CON:8/2013";"SERVICO DE GUINCHO";"572";"5.890,56";"294,53";"5.596,03"
"EPTC";"22/06/2017";"CNPJ";"34028316002661";"EMPRESA BRASILEIRA DE CORREIOS E TELEGRA";"CON:3/2017";"CORREIOS, CONDUCAO, MALOTE";"525581";"15.899,01";"0,00";"15.899,01"
"EPTC";"22/06/2017";"CNPJ";"3696188000142";"DAROS SUPRIMENTOS P/ INFORM.E ESCR. LTDA";"O.C:104627";"MATERIAL DE EXPEDIENTE";"10637";"33,60";"0,00";"33,60"
"EPTC";"22/06/2017";"CNPJ";"3696188000142";"DAROS SUPRIMENTOS P/ INFORM.E ESCR. LTDA";"O.C:104627";"MATERIAL DE EXPEDIENTE";"10638";"84,00";"0,00";"84,00"
"EPTC";"22/06/2017";"CNPJ";"22014876000120";"FER-MAX FERRAMENTAS LTDA. EPP";"O.C:104923";"MATERIAL DE CONSUMO";"2132";"92,88";"0,00";"92,88"
"EPTC";"22/06/2017";"CNPJ";"17184211000124";"I.L. MENDES JUNIOR - MENDES & PARS ME";"O.C:105512";"OUTRAS ENTRADAS";"1662";"609,62";"0,00";"609,62"
"EPTC";"23/06/2017";"CNPJ";"7161152000115";"G.P.A TREINAMENTO F. PERSONALIZADO LTDA.";"CON:16/2012";"OUTROS SERVICOS PRESTADOS PJ";"129";"3.607,23";"155,47";"3.451,76"
"EPTC";"23/06/2017";"CNPJ";"94331832000134";"BRASERV LTDA";"CON:9/2014";"MANUTENCAO E CONSERVACAO";"337";"3.330,00";"637,70";"2.692,30"
"EPTC";"23/06/2017";"CNPJ";"73317513000102";"VIP ELEVADORES LTDA";"CON:32/2015";"MANUTENCAO DE EQUIPAMENTOS";"2079";"16.165,59";"1.721,65";"14.443,94"
"EPTC";"23/06/2017";"CNPJ";"73317513000102";"VIP ELEVADORES LTDA";"CON:32/2015";"MANUTENCAO DE EQUIPAMENTOS";"2080";"2.599,42";"276,83";"2.322,59"
"EPTC";"23/06/2017";"CNPJ";"73317513000102";"VIP ELEVADORES LTDA";"CON:32/2015";"MANUTENCAO DE EQUIPAMENTOS";"2081";"1.431,45";"152,43";"1.279,02"
"EPTC";"23/06/2017";"CNPJ";"73317513000102";"VIP ELEVADORES LTDA";"CON:32/2015";"MANUTENCAO DE EQUIPAMENTOS";"2082";"2.466,50";"262,70";"2.203,80"
"EPTC";"26/06/2017";"CNPJ";"93439313000121";"GRAFICA R.J.R. LTDA.";"CON:13/2015";"IMPRESSOS";"336";"1.940,00";"97,00";"1.843,00"
"EPTC";"26/06/2017";"CNPJ";"88094016000151";"MACOL CONSTRUTORA LTDA.";"CON:11/2011";"ALUGUEIS";"12317195";"154,06";"0,00";"154,06"
"EPTC";"26/06/2017";"CNPJ";"87124582000104";"COMPANHIA PROC.DADOS RGS-PROCERGS";"CON:37/2015";"SERVICOS DE INFORMATICA";"46085";"434,89";"0,00";"434,89"
"EPTC";"26/06/2017";"CNPJ";"87124582000104";"COMPANHIA PROC.DADOS RGS-PROCERGS";"CON:12/2015";"SERVICOS DE INFORMATICA";"75803";"333,86";"0,00";"333,86"
"EPTC";"28/06/2017";"CNPJ";"23334784000190";"DIEGO RUPERTI ROCHA - ME";"O.C:105145";"OUTRAS ENTRADAS";"2156";"26,40";"0,00";"26,40"
"EPTC";"28/06/2017";"CNPJ";"9058708000178";"FRATELLI COMERCIO E MAQ. E EQUIP. LTDA";"O.C:105654";"OUTRAS ENTRADAS";"3477";"3.180,00";"0,00";"3.180,00"
"EPTC";"29/06/2017";"CNPJ";"1527405000145";"W&M PUBLICIDADE LTDA";"CON:1/2017";"OUTRAS ENTRADAS";"2364";"429,10";"0,00";"429,10"
"EPTC";"29/06/2017";"CNPJ";"88094016000151";"MACOL CONSTRUTORA LTDA.";"CON:11/2011";"ALUGUEIS";"75";"464,45";"0,00";"464,45"
"EPTC";"29/06/2017";"CNPJ";"88094016000151";"MACOL CONSTRUTORA LTDA.";"CON:11/2011";"ALUGUEIS";"6";"16.965,07";"0,00";"16.965,07"
"EPTC";"29/06/2017";"CNPJ";"88664000154";"DZL DISTRIBUIDORA ZANATA LTDA.";"O.C:104607";"MATERIAL DE LIMPEZA";"25752";"240,00";"0,00";"240,00"
"EPTC";"29/06/2017";"CNPJ";"116506001302";"PROFORTE S/A - TRANSPORTE DE VALORES";"CON:17/2016";"TRANSPORTE DE VALORES";"3481";"231,21";"10,75";"220,46"
"EPTC";"29/06/2017";"CNPJ";"92691336000166";"CREDITO REAL (CONSTRUTORA SCORZA LTDA)";"CON:29/2006";"ALUGUEIS";"6";"10.631,44";"0,00";"10.631,44"
"EPTC";"30/06/2017";"CNPJ";"92973791000154";"ADALBERTO O. DE SOUZA";"CON:32/2008";"ALUGUEIS";"6";"9.407,11";"1.715,67";"7.691,44"
"EPTC";"30/06/2017";"CNPJ";"92973791000154";"ADALBERTO O. DE SOUZA";"CON:1/2008";"ALUGUEIS";"6";"9.407,11";"1.715,67";"7.691,44"
"EPTC";"30/06/2017";"CNPJ";"92959600000280";"ESCOLA TECNICA JOSE CESAR DE MESQUITA";"CON:36/2015";"JOVEM APRENDIZ";"6";"58.318,93";"0,00";"58.318,93"
"EPTC";"30/06/2017";"CNPJ";"7044304000108";"EXPERTISE SOLUCOES FINANCEIRAS LTDA";"CON:23/2016";"COMBUSTIVEL E LUBRIFICANTES";"7381";"64.280,11";"0,00";"64.280,11"
"EPTC";"30/06/2017";"CNPJ";"69034668000156";"SODEXO PASS DO BRASIL SERV. E COM. S.A.";"CON:12/2016";"VALE ALIMENTACAO";"43397";"347,14";"0,00";"347,14"
"EPTC";"30/06/2017";"CNPJ";"69034668000156";"SODEXO PASS DO BRASIL SERV. E COM. S.A.";"CON:12/2016";"VALE ALIMENTACAO";"79278";"343,80";"0,00";"343,80"
"EPTC";"30/06/2017";"CNPJ";"69034668000156";"SODEXO PASS DO BRASIL SERV. E COM. S.A.";"CON:12/2016";"VALE ALIMENTACAO";"129985";"725.591,33";"0,00";"725.591,33"
"EPTC";"30/06/2017";"CNPJ";"69034668000156";"SODEXO PASS DO BRASIL SERV. E COM. S.A.";"CON:12/2016";"VALE ALIMENTACAO";"129988";"38.847,01";"0,00";"38.847,01"
"EPTC";"30/06/2017";"CNPJ";"69034668000156";"SODEXO PASS DO BRASIL SERV. E COM. S.A.";"CON:12/2016";"VALE ALIMENTACAO";"129992";"36.569,34";"0,00";"36.569,34"
"EPTC";"30/06/2017";"CNPJ";"69034668000156";"SODEXO PASS DO BRASIL SERV. E COM. S.A.";"CON:12/2016";"VALE ALIMENTACAO";"129993";"455,53";"0,00";"455,53"
"EPTC";"30/06/2017";"CNPJ";"69034668000156";"SODEXO PASS DO BRASIL SERV. E COM. S.A.";"CON:12/2016";"VALE ALIMENTACAO";"129997";"7.133,85";"0,00";"7.133,85"
"EPTC";"30/06/2017";"CNPJ";"69034668000156";"SODEXO PASS DO BRASIL SERV. E COM. S.A.";"CON:12/2016";"VALE ALIMENTACAO";"129999";"26.472,60";"0,00";"26.472,60"
"EPTC";"30/06/2017";"CNPJ";"69034668000156";"SODEXO PASS DO BRASIL SERV. E COM. S.A.";"CON:12/2016";"VALE ALIMENTACAO";"139623";"4.512,37";"0,00";"4.512,37"
"EPTC";"30/06/2017";"CNPJ";"1506617000174";"AGENCIA AGIEL";"CON:14/2016";"ESTAGIARIOS";"9970";"83.172,26";"0,00";"83.172,26"
"EPTC";"30/06/2017";"CNPJ";"4567265000127";"SCORPION INFORMATICA LTDA.";"O.C:105653";"OUTRAS ENTRADAS";"4620";"1.343,85";"0,00";"1.343,85"
"EPTC";"03/07/2017";"CNPJ";"2459406000162";"MILRAU COM. DE ART. PEDAGOGICOS LTDA.";"O.C:104741";"MATERIAL DE EXPEDIENTE";"9092";"3.717,00";"0,00";"3.717,00"
"EPTC";"03/07/2017";"CNPJ";"94978236000140";"ANTUNES COMERCIAL LTDA";"O.C:104671";"MATERIAL ELETRICO";"4709";"32,85";"0,00";"32,85"
"EPTC";"03/07/2017";"CNPJ";"1211157000129";"SULSYSTEM ANALISE E DES. SISTEMAS LTDA";"CON:19/2015";"SERVICOS DE INFORMATICA";"30";"3.886,85";"316,76";"3.570,09"
"EPTC";"03/07/2017";"CNPJ";"92817709000100";"CB SINALIZAÇÃO LTDA.";"O.C:105673";"MATERIAL DE SINALIZACAO VIARIA";"1315";"16.200,00";"0,00";"16.200,00"
"EPTC";"03/07/2017";"CNPJ";"92828219000100";"NELSON MALTZ ENGENHARIA E CONSTRUCOES";"CON:26/2006";"ALUGUEIS";"6";"40.347,17";"0,00";"40.347,17"
"EPTC";"03/07/2017";"CNPJ";"3230856000141";"M.F. MACHADO SOARES";"O.C:105089";"MATERIAL DE LIMPEZA";"14496";"164,50";"0,00";"164,50"
"EPTC";"04/07/2017";"CNPJ";"2726274000198";"ALCEO CARLESSO ME";"CON:3/2014";"MANUTENCAO E CONSERVACAO";"452";"807,25";"22,52";"784,73"
"EPTC";"04/07/2017";"CNPJ";"88020102000110";"DIGICON S/A CONTROLE ELET.PARA MECAN.";"CON:16/2013";"MAQUINAS E EQUIPAMENTOS";"1647";"17.824,14";"0,00";"17.824,14"
"EPTC";"04/07/2017";"CNPJ";"88001086000118";"ADM DE IMÓVEIS CERTA (OLINDA B. HENKE T";"CON:5/2011";"ALUGUEIS";"6";"8.599,52";"1.171,76";"7.427,76"
"EPTC";"04/07/2017";"CNPJ";"15321819000128";"AGENOR & SILVIO TRANSPORTES LTDA";"CON:11/2015";"LOCACAO DE VEICULOS";"50";"3.554,28";"99,16";"3.455,12"
"EPTC";"06/07/2017";"CNPJ";"10807173000170";"MEDPOA COMERCIO DE MATERIAL HOSPITALAR";"O.C:105313";"MATERIAL DE LIMPEZA";"13623";"184,20";"0,00";"184,20"
"EPTC";"06/07/2017";"CNPJ";"22900869000125";"SANE FORT TUBOS E CONEXÕES EIRELI";"O.C:105668";"OUTRAS ENTRADAS";"1086";"162,13";"0,00";"162,13"
"EPTC";"07/07/2017";"CNPJ";"22934158000171";"FLASH SOLUÇÕES EM IMPORT E EXPORT, PRODU";"O.C:105613";"OUTRAS ENTRADAS";"200";"2.230,00";"0,00";"2.230,00"
"EPTC";"07/07/2017";"CNPJ";"13624934000146";"MZ SEGURANÇA PRIVADA LTDA.";"CON:26/2015";"SERVICO DE VIGILANCIA";"268";"158.434,68";"48.434,68";"110.000,00"
"EPTC";"07/07/2017";"CNPJ";"8829940000108";"GABRIELA TORRES RAUBER";"O.C:104660";"OUTRAS ENTRADAS";"10567";"18.900,00";"0,00";"18.900,00"
"EPTC";"07/07/2017";"CNPJ";"8829940000108";"GABRIELA TORRES RAUBER";"O.C:104660";"MATERIAL DE LIMPEZA";"10598";"268,55";"0,00";"268,55"
"EPTC";"07/07/2017";"CNPJ";"13014203000189";"MARTA REGINA DA SILVA ALMADA EPP";"O.C:104695";"MATERIAL DE EXPEDIENTE";"15481525";"10,00";"0,00";"10,00"
"EPTC";"07/07/2017";"CNPJ";"69034668000156";"SODEXO PASS DO BRASIL SERV. E COM. S.A.";"CON:12/2016";"VALE ALIMENTACAO";"177725";"2.272,75";"0,00";"2.272,75"
"EPTC";"07/07/2017";"CNPJ";"69034668000156";"SODEXO PASS DO BRASIL SERV. E COM. S.A.";"CON:12/2016";"VALE ALIMENTACAO";"177727";"379,61";"0,00";"379,61"
"EPTC";"07/07/2017";"CNPJ";"91777078000172";"S.PLESNIK COMERCIO LOCACOES LTDA";"CON:2/2017";"MATERIAL DE EXPEDIENTE";"1017";"6.971,25";"0,00";"6.971,25"
"EPTC";"07/07/2017";"CNPJ";"94331832000134";"BRASERV LTDA";"CON:21/2016";"MANUTENCAO E CONSERVACAO";"345";"541,50";"117,26";"424,24"
"EPTC";"07/07/2017";"CNPJ";"8471046000109";"DESKART SUL DISTR. DE MAT. DE LIMP. LTDA";"O.C:18275";"MATERIAL DE LIMPEZA";"17934";"7.336,86";"0,00";"7.336,86"
"EPTC";"07/07/2017";"CNPJ";"89846356000154";"RADIO TAXI GAUCHA";"CON:20/2013";"CORREIOS, CONDUCAO, MALOTE";"7460917";"1.922,29";"0,00";"1.922,29"
"EPTC";"07/07/2017";"CNPJ";"87339347000141";"METALICA INDUSTRIA E COM. DE METAIS LTDA";"O.C:105259";"OUTRAS ENTRADAS";"1976";"2.174,00";"0,00";"2.174,00"
"EPTC";"07/07/2017";"CNPJ";"88664000154";"DZL DISTRIBUIDORA ZANATA LTDA.";"O.C:104607";"MATERIAL DE LIMPEZA";"25805";"5.023,26";"0,00";"5.023,26"
"EPTC";"07/07/2017";"CNPJ";"4025105000156";"SANITARIOS ECOLOGICOS TOALETE LTDA";"CON:10/2016";"OUTRAS DESPESAS";"469";"325,00";"16,25";"308,75"
"EPTC";"10/07/2017";"CNPJ";"4025105000156";"SANITARIOS ECOLOGICOS TOALETE LTDA";"CON:10/2016";"OUTRAS DESPESAS";"487";"325,00";"16,25";"308,75"
"EPTC";"10/07/2017";"CNPJ";"88664000154";"DZL DISTRIBUIDORA ZANATA LTDA.";"O.C:104607";"MATERIAL DE LIMPEZA";"25834";"3.379,20";"0,00";"3.379,20"
"EPTC";"10/07/2017";"CNPJ";"8471046000109";"DESKART SUL DISTR. DE MAT. DE LIMP. LTDA";"O.C:18275";"MATERIAL DE LIMPEZA";"17432";"4.904,44";"0,00";"4.904,44"
"EPTC";"10/07/2017";"CNPJ";"8471046000109";"DESKART SUL DISTR. DE MAT. DE LIMP. LTDA";"O.C:18275";"MATERIAL DE LIMPEZA";"17433";"229,00";"0,00";"229,00"
"EPTC";"10/07/2017";"CNPJ";"92739606000161";"LBF-ENGENHARIA E SERVICOS LTDA.";"CON:15/2016";"MANUTENCAO E CONSERVACAO PREDIAL";"62";"86.635,04";"11.392,51";"75.242,53"
"EPTC";"10/07/2017";"CNPJ";"2217890000113";"SILVEIRA E FRAGA LTDA.";"CON:21/2013";"LOCACAO DE VEICULOS";"40";"7.391,58";"283,84";"7.107,74"
"EPTC";"10/07/2017";"CNPJ";"69034668000156";"SODEXO PASS DO BRASIL SERV. E COM. S.A.";"CON:12/2016";"VALE ALIMENTACAO";"194238";"326,61";"0,00";"326,61"
"EPTC";"10/07/2017";"CNPJ";"69034668000156";"SODEXO PASS DO BRASIL SERV. E COM. S.A.";"CON:12/2016";"VALE ALIMENTACAO";"194239";"202,46";"0,00";"202,46"
"EPTC";"10/07/2017";"CNPJ";"92568856000186";"GUSTAVO Z. GRAPIGLIA-ADM E PART LTDA";"CON:18/2011";"ALUGUEIS";"6";"37.154,00";"0,00";"37.154,00"
"EPTC";"10/07/2017";"CNPJ";"13624934000146";"MZ SEGURANÇA PRIVADA LTDA.";"CON:26/2015";"SERVICO DE VIGILANCIA";"268";"142.922,55";"48.434,68";"94.487,87"
"EPTC";"10/07/2017";"CNPJ";"23334784000190";"DIEGO RUPERTI ROCHA - ME";"O.C:105145";"OUTRAS ENTRADAS";"2265";"923,40";"0,00";"923,40"
"EPTC";"10/07/2017";"CNPJ";"17184211000124";"I.L. MENDES JUNIOR - MENDES & PARS ME";"O.C:105512";"OUTRAS ENTRADAS";"1716";"2.683,79";"0,00";"2.683,79"
"EPTC";"10/07/2017";"CNPJ";"7977027000188";"CART PRINT INDUSTRIA DE EMBALAGENS LTDA.";"O.C:105498";"OUTRAS ENTRADAS";"17567";"100,00";"0,00";"100,00"
"EPTC";"10/07/2017";"CNPJ";"7977027000188";"CART PRINT INDUSTRIA DE EMBALAGENS LTDA.";"O.C:105498";"OUTRAS ENTRADAS";"17568";"100,00";"0,00";"100,00"
"EPTC";"10/07/2017";"CNPJ";"17766803000154";"PATRICIA M. MULLER";"O.C:105470";"OUTRAS ENTRADAS";"12417";"51,40";"0,00";"51,40"
"EPTC";"11/07/2017";"CNPJ";"7044304000108";"EXPERTISE SOLUCOES FINANCEIRAS LTDA";"CON:23/2016";"COMBUSTIVEL E LUBRIFICANTES";"9219";"40.000,00";"0,00";"40.000,00"
"EPTC";"12/07/2017";"CNPJ";"7044304000108";"EXPERTISE SOLUCOES FINANCEIRAS LTDA";"CON:23/2016";"COMBUSTIVEL E LUBRIFICANTES";"9219";"36.236,34";"0,00";"36.236,34"
"EPTC";"12/07/2017";"CNPJ";"69034668000156";"SODEXO PASS DO BRASIL SERV. E COM. S.A.";"CON:12/2016";"VALE ALIMENTACAO";"208229";"1.442,53";"0,00";"1.442,53"
"EPTC";"12/07/2017";"CNPJ";"94987930000124";"CENCI EQUIPAMENTOS DE SEGURANCA LTDA";"O.C:18240";"UNIFORMES";"6883";"512,33";"0,00";"512,33"
"EPTC";"12/07/2017";"CNPJ";"5828337000105";"ATENTO SERVICE E LOGISTICA LTDA";"CON:8/2013";"SERVICO DE GUINCHO";"762";"4.295,20";"214,76";"4.080,44"
"EPTC";"12/07/2017";"CNPJ";"9074533000192";"SCHOOL CENTER INDUTRIA DE MOVEIS ESCOLAR";"O.C:105670";"MATERIAL DE EXPEDIENTE";"7673";"5.461,00";"0,00";"5.461,00"
"EPTC";"12/07/2017";"CNPJ";"73675332000140";"RUA SISTEMA AUTOMATIZADOS LTDA";"CON:14/2012";"MATERIAL DE EXPEDIENTE";"232";"2.954,20";"240,76";"2.713,44"
"EPTC";"14/07/2017";"CNPJ";"4025105000156";"SANITARIOS ECOLOGICOS TOALETE LTDA";"CON:10/2016";"OUTRAS DESPESAS";"464";"324,50";"16,25";"308,25"
"EPTC";"14/07/2017";"CNPJ";"2312399000171";"TELETONER COM.DE MAT.REPROGRAFICOS LTDA";"CON:22/2015";"EQUIPAMENTOS DE INFORMATICA";"27594";"25.724,34";"0,00";"25.724,34"
"EPTC";"14/07/2017";"CNPJ";"2312399000171";"TELETONER COM.DE MAT.REPROGRAFICOS LTDA";"CON:22/2015";"EQUIPAMENTOS DE INFORMATICA";"27627";"24.839,33";"0,00";"24.839,33"
"EPTC";"14/07/2017";"CNPJ";"24845457000165";"ITACA EIRELI ME";"O.C:105610";"OUTRAS ENTRADAS";"2454";"918,60";"0,00";"918,60"
"EPTC";"14/07/2017";"CNPJ";"40432544000147";"CLARO S.A";"CON:10/2014";"TELEFONE";"61";"1.273,74";"0,00";"1.273,74"
"EPTC";"14/07/2017";"CNPJ";"40432544000147";"CLARO S.A";"CON:10/2014";"TELEFONE";"62";"8.756,89";"0,00";"8.756,89"
"EPTC";"14/07/2017";"CNPJ";"9338999000158";"SHOW PRESTADORA DE SERV. DO BRASIL LTDA";"CON:14/2014";"MONITORAMENTO GPS";"1200";"124.034,02";"2.480,68";"121.553,34"
"EPTC";"17/07/2017";"CNPJ";"90180605000102";"GENTE SEGURADORA S.A";"CON:24/2013";"SEGURO DE VIDA";"179050";"6.963,36";"0,00";"6.963,36"
"EPTC";"17/07/2017";"CNPJ";"17184211000124";"I.L. MENDES JUNIOR - MENDES & PARS ME";"O.C:105512";"MATERIAL DE EXPEDIENTE";"1723";"551,74";"0,00";"551,74"
"EPTC";"17/07/2017";"CNPJ";"20795155000179";"INFANTARIA COMERCIAL EIRELI ME";"O.C:105347";"OUTRAS ENTRADAS";"2503";"73,71";"0,00";"73,71"
"EPTC";"17/07/2017";"CNPJ";"83413591000318";"DICAPEL PAPEIS E EMBALAGENS LTDA";"O.C:104630";"MATERIAL DE CONSUMO";"116198";"4.170,00";"0,00";"4.170,00"
"EPTC";"17/07/2017";"CNPJ";"8471046000109";"DESKART SUL DISTR. DE MAT. DE LIMP. LTDA";"O.C:18275";"MATERIAL DE LIMPEZA";"17516";"229,00";"0,00";"229,00"
"EPTC";"17/07/2017";"CNPJ";"73471963000651";"SENAT-SERVICO NACIONAL DE APREND.TRANSP.";"O.C:105631";"CURSOS/TREINAMENTOS";"2253";"14.080,00";"0,00";"14.080,00"
"EPTC";"17/07/2017";"CNPJ";"89323893000110";"CACULA MATERIAIS DE CONSTRUCAO LTDA.";"O.C:18296";"MANUTENCAO E CONSERVACAO";"199326";"3.726,80";"0,00";"3.726,80"
"EPTC";"17/07/2017";"CNPJ";"89323893000110";"CACULA MATERIAIS DE CONSTRUCAO LTDA.";"O.C:18296";"OUTRAS DESPESAS";"200441";"144,50";"0,00";"144,50"
"EPTC";"17/07/2017";"CNPJ";"1211157000129";"SULSYSTEM ANALISE E DES. SISTEMAS LTDA";"CON:8/2016";"SERVICOS DE INFORMATICA";"34";"4.900,00";"399,35";"4.500,65"
"EPTC";"18/07/2017";"CNPJ";"4025105000156";"SANITARIOS ECOLOGICOS TOALETE LTDA";"CON:10/2016";"OUTRAS DESPESAS";"509";"325,00";"16,25";"308,75"
"EPTC";"18/07/2017";"CNPJ";"94331832000134";"BRASERV LTDA";"CON:9/2014";"MANUTENCAO E CONSERVACAO";"131";"177,60";"0,00";"177,60"
"EPTC";"18/07/2017";"CNPJ";"94331832000134";"BRASERV LTDA";"CON:9/2014";"MANUTENCAO E CONSERVACAO";"403";"3.330,00";"637,70";"2.692,30"
"EPTC";"18/07/2017";"CNPJ";"69034668000156";"SODEXO PASS DO BRASIL SERV. E COM. S.A.";"CON:12/2016";"VALE ALIMENTACAO";"220995";"708,61";"0,00";"708,61"
"EPTC";"18/07/2017";"CNPJ";"69034668000156";"SODEXO PASS DO BRASIL SERV. E COM. S.A.";"CON:12/2016";"VALE ALIMENTACAO";"220997";"240,66";"0,00";"240,66"
"EPTC";"18/07/2017";"CNPJ";"3506307000157";"TICKET SOLUÇÕES HDFGT S.A.";"CON:25/2016";"MANUTENCAO DE VEICULOS";"24168172";"83.323,63";"0,00";"83.323,63"
