"Entidade";"Data Pagto";"Tipo Pessoa";"CPF/CNPJ";"Nome Favorecido";"Processo";"Descrição da Despesa";"NF/Documento";"Valor Bruto(em R$)";"Valor Retido(em R$)";"Valor Líquido(em R$)"
"EPTC";"26/03/2015";"CNPJ";"93653566000101";"LAWEG ENGENHARIA LTDA";"CON:000006/2014";"OBRAS E SINALIZACAO";"000000772";"114.609,00";"2.750,60";"111.858,40"
"EPTC";"26/03/2015";"CNPJ";"2312399000171";"TELETONER COM.DE MAT.REPROGRAFICOS LTDA";"CON:000028/2010";"EQUIPAMENTOS DE INFORMATICA";"000005676";"30.069,88";"0,00";"30.069,88"
"EPTC";"26/03/2015";"CNPJ";"2942179000121";"MATIZ IND DE PLACAS DE SINALIZACAO LTDA";"O.C:00018124";"MATERIAL DE SINALIZACAO VIARIA";"000000691";"25.000,00";"0,00";"25.000,00"
"EPTC";"26/03/2015";"CNPJ";"1579286000174";"SAFEWEB SEGURANCA E INFORMACAO LTDA";"O.C:00018152";"SOFTWARE";"000271208";"3.400,00";"0,00";"3.400,00"
"EPTC";"27/03/2015";"CNPJ";"93019537000184";"MARTINS + ANDRADE COMUNICACAO";"CON:000030/2011";"PROPAGANDA E PUBLICIDADE";"000096959";"3.196,80";"19,18";"3.177,62"
"EPTC";"27/03/2015";"CNPJ";"8693440000183";"STREAMTEL SERVICOS DE TELEMARKETING LTDA";"CON:000018/2013";"SERVICOS DE INFORMATICA";"000014911";"605,28";"0,00";"605,28"
"EPTC";"27/03/2015";"CNPJ";"88020102000110";"DIGICON S/A CONTROLE ELET.PARA MECAN.";"CON:000016/2013";"MANUT.CONTROL.TRAFEGO";"000000250";"28.753,71";"0,00";"28.753,71"
"EPTC";"30/03/2015";"CNPJ";"69034668000156";"SODEXO PASS DO BRASIL SERV. E COM. S.A.";"CON:000017/2011";"VALE ALIMENTACAO";"000922011";"655.671,01";"0,00";"655.671,01"
"EPTC";"30/03/2015";"CNPJ";"69034668000156";"SODEXO PASS DO BRASIL SERV. E COM. S.A.";"CON:000017/2011";"VALE ALIMENTACAO";"000922015";"27.576,46";"0,00";"27.576,46"
"EPTC";"30/03/2015";"CNPJ";"69034668000156";"SODEXO PASS DO BRASIL SERV. E COM. S.A.";"CON:000017/2011";"VALE ALIMENTACAO";"000922071";"9.466,80";"0,00";"9.466,80"
"EPTC";"30/03/2015";"CNPJ";"69034668000156";"SODEXO PASS DO BRASIL SERV. E COM. S.A.";"CON:000017/2011";"VALE ALIMENTACAO";"000922074";"35.912,10";"0,00";"35.912,10"
"EPTC";"30/03/2015";"CNPJ";"69034668000156";"SODEXO PASS DO BRASIL SERV. E COM. S.A.";"CON:000017/2011";"VALE ALIMENTACAO";"000923723";"441,00";"0,00";"441,00"
"EPTC";"30/03/2015";"CNPJ";"7161152000115";"G.P.A TREINAMENTO F. PERSONALIZADO LTDA.";"CON:000016/2012";"OUTROS SERVICOS PRESTADOS PJ";"000003012";"2.414,24";"104,05";"2.310,19"
"EPTC";"30/03/2015";"CNPJ";"69034668000156";"SODEXO PASS DO BRASIL SERV. E COM. S.A.";"CON:000017/2011";"VALE ALIMENTACAO";"000997975";"3.528,00";"0,00";"3.528,00"
"EPTC";"30/03/2015";"CNPJ";"69034668000156";"SODEXO PASS DO BRASIL SERV. E COM. S.A.";"CON:000017/2011";"VALE ALIMENTACAO";"000998241";"367,50";"0,00";"367,50"
"EPTC";"30/03/2015";"CNPJ";"69034668000156";"SODEXO PASS DO BRASIL SERV. E COM. S.A.";"CON:000017/2011";"VALE ALIMENTACAO";"000047779";"73.580,49";"0,00";"73.580,49"
"EPTC";"30/03/2015";"CNPJ";"69034668000156";"SODEXO PASS DO BRASIL SERV. E COM. S.A.";"CON:000017/2011";"VALE ALIMENTACAO";"000047782";"821,90";"0,00";"821,90"
"EPTC";"30/03/2015";"CNPJ";"7044304000108";"EXPERTISE SOLUCOES FINANCEIRAS LTDA";"CON:000028/2011";"COMBUSTIVEL E LUBRIFICANTES";"020152842";"59.825,12";"0,00";"59.825,12"
"EPTC";"31/03/2015";"CNPJ";"92691336000166";"CREDITO REAL IMOVEIS E CONDOMINIOS";"CON:000029/2006";"ALUGUEIS";"005042015";"8.105,58";"0,00";"8.105,58"
"EPTC";"31/03/2015";"CNPJ";"73317513000102";"VIP ELEVADORES LTDA";"CON:000012/2010";"MANUTENCAO DE EQUIPAMENTOS";"000023509";"5.489,60";"0,00";"5.489,60"
"EPTC";"31/03/2015";"CNPJ";"92973791000154";"AZENHA EMPREENDIMENTOS IMOBILIARIOS LTDA";"CON:000032/2008";"ALUGUEIS";"005042015";"7.345,73";"0,00";"7.345,73"
"EPTC";"31/03/2015";"CNPJ";"1844768000104";"AMBIENTUUS TECNOLOGIA AMBIENTAL LTDA";"CON:000012/2011";"OUTROS SERVICOS PRESTADOS PJ";"020156586";"53,53";"0,00";"53,53"
"EPTC";"31/03/2015";"CNPJ";"88001086000118";"ADMINISTRACAO DE IMOVEIS CERTA LTDA";"CON:000005/2011";"ALUGUEIS";"005042015";"6.301,61";"0,00";"6.301,61"
"EPTC";"31/03/2015";"CNPJ";"92568856000186";"GUSTAVO Z. GRAPIGLIA-ADM E PART LTDA";"CON:000018/2011";"ALUGUEIS";"005042015";"30.284,16";"0,00";"30.284,16"
"EPTC";"31/03/2015";"CNPJ";"92922137000111";"GARAGEM SANTA TEREZINHA";"CON:000001/2012";"ALUGUEIS";"005042015";"11.184,05";"0,00";"11.184,05"
"EPTC";"01/04/2015";"CNPJ";"8829940000108";"GABRIELA TORRES RAUBER";"O.C:00018159";"MATERIAL DE LIMPEZA";"000006762";"116,00";"0,00";"116,00"
"EPTC";"01/04/2015";"CNPJ";"8846833000180";"PRICILA RUANA DE SOUZA & CIA LTDA";"O.C:00017905";"MATERIAL DE SINALIZACAO VIARIA";"000000609";"8.400,00";"0,00";"8.400,00"
"EPTC";"02/04/2015";"CNPJ";"87060364000145";"SIGNASUL ENG.DE SINAL.LTDA";"CON:000008/2014";"MATERIAL DE SINALIZACAO VIARIA";"000002870";"29.805,00";"4.068,37";"25.736,63"
"EPTC";"02/04/2015";"CNPJ";"93315190000117";"ELISEU KOPP E CIA LTDA";"CON:000027/2010";"LOCACAO DE EQUIPAMENTOS";"000002086";"267.961,90";"13.398,09";"254.563,81"
"EPTC";"02/04/2015";"CNPJ";"73317513000102";"VIP ELEVADORES LTDA";"CON:000012/2010";"MANUTENCAO DE EQUIPAMENTOS";"000023502";"3.052,65";"325,09";"2.727,56"
"EPTC";"02/04/2015";"CNPJ";"73317513000102";"VIP ELEVADORES LTDA";"CON:000012/2010";"MANUTENCAO DE EQUIPAMENTOS";"000023503";"3.398,23";"361,90";"3.036,33"
"EPTC";"02/04/2015";"CNPJ";"73317513000102";"VIP ELEVADORES LTDA";"CON:000012/2010";"MANUTENCAO DE EQUIPAMENTOS";"000023504";"3.308,62";"352,36";"2.956,26"
"EPTC";"02/04/2015";"CNPJ";"73317513000102";"VIP ELEVADORES LTDA";"CON:000012/2010";"MANUTENCAO DE EQUIPAMENTOS";"000023505";"235,93";"25,11";"210,82"
"EPTC";"02/04/2015";"CNPJ";"87982385000118";"PROCAL FERRAGENS E TINTAS LTDA";"O.C:00018156";"MAQUINAS E EQUIPAMENTOS";"000005223";"573,30";"0,00";"573,30"
"EPTC";"02/04/2015";"CNPJ";"73317513000102";"VIP ELEVADORES LTDA";"CON:000012/2010";"MANUTENCAO DE EQUIPAMENTOS";"000023499";"18.550,45";"2.037,88";"16.512,57"
"EPTC";"06/04/2015";"CNPJ";"92828219000100";"NELSON MALTZ ENGENHARIA E CONSTRUCOES";"CON:000026/2006";"ALUGUEIS";"006052015";"46.453,16";"0,00";"46.453,16"
"EPTC";"06/04/2015";"CNPJ";"69034668000156";"SODEXO PASS DO BRASIL SERV. E COM. S.A.";"CON:000017/2011";"VALE ALIMENTACAO";"000118152";"497,46";"0,00";"497,46"
"EPTC";"06/04/2015";"CNPJ";"69034668000156";"SODEXO PASS DO BRASIL SERV. E COM. S.A.";"CON:000017/2011";"VALE ALIMENTACAO";"000118154";"426,30";"0,00";"426,30"
"EPTC";"06/04/2015";"CNPJ";"11567747000142";"TO SAVE TREIN. EM SEGURANCA DO TRABALHO";"O.C:00018155";"CURSOS/TREINAMENTOS";"000201529";"1.370,00";"0,00";"1.370,00"
"EPTC";"06/04/2015";"CNPJ";"9008570000100";"DIAL DEPARTAMENTOS EIRELI EPP";"O.C:00018121";"MATERIAL DE EXPEDIENTE";"000010809";"226,82";"0,00";"226,82"
"EPTC";"06/04/2015";"CNPJ";"5454564000118";"ABCARD COM. E SERV. GRAFICOS E AUTOM LTA";"CON:000039/2010";"MATERIAL DE CONSUMO";"000000389";"135,63";"0,00";"135,63"
"EPTC";"06/04/2015";"CNPJ";"69034668000156";"SODEXO PASS DO BRASIL SERV. E COM. S.A.";"CON:000017/2011";"VALE ALIMENTACAO";"000142869";"389,31";"0,00";"389,31"
"EPTC";"06/04/2015";"CNPJ";"93019537000184";"MARTINS + ANDRADE COMUNICACAO";"CON:000030/2011";"PROPAGANDA E PUBLICIDADE";"000096986";"5.577,40";"33,46";"5.543,94"
"EPTC";"06/04/2015";"CNPJ";"5828337000105";"ATENTO SERVICE E LOGISTICA LTDA";"CON:000008/2013";"SERVICO DE GUINCHO";"000042359";"5.279,00";"263,95";"5.015,05"
"EPTC";"06/04/2015";"CNPJ";"5828337000105";"ATENTO SERVICE E LOGISTICA LTDA";"CON:000025/2011";"SERVICO DE GUINCHO";"000042360";"4.602,34";"230,11";"4.372,23"
"EPTC";"06/04/2015";"CNPJ";"89846356000154";"RADIO TAXI GAUCHA";"CON:000020/2013";"CORREIOS, CONDUCAO, MALOTE";"000070259";"5.249,01";"0,00";"5.249,01"
"EPTC";"07/04/2015";"CNPJ";"69034668000156";"SODEXO PASS DO BRASIL SERV. E COM. S.A.";"CON:000017/2011";"VALE ALIMENTACAO";"000200358";"1.293,60";"0,00";"1.293,60"
"EPTC";"07/04/2015";"CNPJ";"69034668000156";"SODEXO PASS DO BRASIL SERV. E COM. S.A.";"CON:000017/2011";"VALE ALIMENTACAO";"000200359";"323,40";"0,00";"323,40"
"EPTC";"07/04/2015";"CNPJ";"92739606000161";"LBF-ENGENHARIA E SERVIcOS LTDA.";"CON:000009/2011";"MANUTENCAO E CONSERVACAO PREDIAL";"000004522";"33.445,86";"4.899,80";"28.546,06"
"EPTC";"07/04/2015";"CNPJ";"4281402000162";"VIGILANCIA ASGARRAS S/C LTDA";"CON:000002/2011";"SERVICO DE VIGILANCIA";"000000003";"411.447,07";"78.792,09";"332.654,98"
"EPTC";"07/04/2015";"CNPJ";"4281402000162";"VIGILANCIA ASGARRAS S/C LTDA";"CON:000002/2011";"SERVICO DE VIGILANCIA";"000000006";"92.609,34";"17.734,67";"74.874,67"
"EPTC";"08/04/2015";"CNPJ";"88094016000151";"MACOL CONSTRUTORA LTDA.";"CON:000011/2011";"ALUGUEIS";"010042015";"14.859,59";"0,00";"14.859,59"
"EPTC";"08/04/2015";"CNPJ";"6113322000123";"ABIX TECNOLOGIA LTDA";"CON:000016/2011";"LOCACAO DE EQUIPAMENTOS";"000001047";"12.547,81";"0,00";"12.547,81"
"EPTC";"08/04/2015";"CNPJ";"10280765000690";"TUMELERO MATERIAIS DE CONSTRUCAO S.A.";"O.C:00018150";"MANUTENCAO E CONSERVACAO";"001657023";"776,00";"0,00";"776,00"
"EPTC";"08/04/2015";"CNPJ";"10280765000690";"TUMELERO MATERIAIS DE CONSTRUCAO S.A.";"O.C:00104600";"MANUTENCAO E CONSERVACAO";"001657024";"194,00";"0,00";"194,00"
"EPTC";"08/04/2015";"CNPJ";"90180605000102";"GENTE SEGURADORA S.A";"CON:000024/2013";"SEGURO DE VIDA";"000472145";"6.802,53";"0,00";"6.802,53"
"EPTC";"09/04/2015";"CNPJ";"2942179000121";"MATIZ IND DE PLACAS DE SINALIZACAO LTDA";"O.C:00018124";"MATERIAL DE SINALIZACAO VIARIA";"000000697";"22.504,80";"0,00";"22.504,80"
"EPTC";"09/04/2015";"CNPJ";"2942179000121";"MATIZ IND DE PLACAS DE SINALIZACAO LTDA";"O.C:00018015";"MATERIAL DE SINALIZACAO VIARIA";"000000698";"875,00";"0,00";"875,00"
"EPTC";"09/04/2015";"CNPJ";"2942179000121";"MATIZ IND DE PLACAS DE SINALIZACAO LTDA";"O.C:00018124";"MATERIAL DE SINALIZACAO VIARIA";"000000700";"20.500,00";"0,00";"20.500,00"
"EPTC";"09/04/2015";"CNPJ";"55386445000143";"SINALTA PROPISTA SIN.SEG.E COM.VISUAL LT";"CON:000005/2013";"OBRAS E SINALIZACAO";"000007031";"153.299,67";"5.748,73";"147.550,94"
"EPTC";"09/04/2015";"CNPJ";"87124582000104";"COMPANHIA PROC.DADOS RGS-PROCERGS";"CON:000023/2014";"SERVICOS DE INFORMATICA";"000243340";"48,46";"0,00";"48,46"
"EPTC";"09/04/2015";"CNPJ";"2217890000113";"SILVEIRA E FRAGA LTDA.";"CON:000021/2010";"LOCACAO DE VEICULOS";"000001174";"6.324,34";"242,85";"6.081,49"
"EPTC";"09/04/2015";"CNPJ";"2217890000113";"SILVEIRA E FRAGA LTDA.";"CON:000021/2013";"LOCACAO DE VEICULOS";"000001175";"6.900,15";"264,96";"6.635,19"
"EPTC";"09/04/2015";"CNPJ";"13672891000174";"PRETA TRANSPORTES LTDA - ME";"CON:000021/2012";"LOCACAO DE VEICULOS";"000000396";"5.182,33";"223,35";"4.958,98"
"EPTC";"09/04/2015";"CNPJ";"8863707000133";"PRISCILLA RAUBER HENGEMUHLE";"O.C:00018184";"MATERIAL DE CONSUMO";"000007909";"5.866,50";"0,00";"5.866,50"
"EPTC";"10/04/2015";"CNPJ";"87956561000147";"SIJ-SERVICO DE INF.JUDICIARIAS LTDA";"CON:000025/2012";"OUTROS SERVICOS PRESTADOS PJ";"000767386";"1.255,52";"62,77";"1.192,75"
"EPTC";"10/04/2015";"CNPJ";"69034668000156";"SODEXO PASS DO BRASIL SERV. E COM. S.A.";"CON:000017/2011";"VALE ALIMENTACAO";"000301755";"249,90";"0,00";"249,90"
"EPTC";"10/04/2015";"CNPJ";"69034668000156";"SODEXO PASS DO BRASIL SERV. E COM. S.A.";"CON:000017/2011";"VALE ALIMENTACAO";"000301756";"249,90";"0,00";"249,90"
"EPTC";"10/04/2015";"CNPJ";"3579977000101";"CENTRO DE ESTUDOS PROSPECTIVOS DE EDUCAC";"O.C:00018069";"CURSOS/TREINAMENTOS";"000000360";"250,00";"0,00";"250,00"
"EPTC";"10/04/2015";"CNPJ";"10925677000194";"JP CAVEDON SOARES";"O.C:00018172";"MATERIAL DE CONSUMO";"000011611";"60,00";"0,00";"60,00"
"EPTC";"10/04/2015";"CNPJ";"7150434000117";"SINASC SINALIZ.E CONSTR.DE RODO. LTDA";"CON:000018/2014";"MATERIAL DE SINALIZACAO VIARIA";"000001012";"135.869,10";"7.099,15";"128.769,95"
"EPTC";"13/04/2015";"CNPJ";"69034668000156";"SODEXO PASS DO BRASIL SERV. E COM. S.A.";"CON:000017/2011";"VALE ALIMENTACAO";"000319474";"249,90";"0,00";"249,90"
"EPTC";"13/04/2015";"CNPJ";"2997059000121";"DENISE T. PETRY CAMEJO";"O.C:00018186";"MATERIAL ELETRICO";"000000676";"159,90";"0,00";"159,90"
"EPTC";"13/04/2015";"CNPJ";"83413591000318";"DICAPEL PAPEIS E EMBALAGENS LTDA";"O.C:00018173";"MATERIAL DE CONSUMO";"000078275";"4.360,00";"0,00";"4.360,00"
"EPTC";"13/04/2015";"CNPJ";"94038874000181";"CASA DO MECANICO LTDA.";"O.C:00018168";"MATERIAL DE SINALIZACAO VIARIA";"000017626";"119,50";"0,00";"119,50"
"EPTC";"13/04/2015";"CNPJ";"2013755000156";"GUSTAVO ZORTEA";"O.C:00018171";"MANUTENCAO E CONSERVACAO";"000002456";"1.567,00";"0,00";"1.567,00"
"EPTC";"13/04/2015";"CNPJ";"1802239000148";"SHOPPING TOUR-CAMBIO E TURISMO LTDA.";"CON:000001/2015";"VIAGENS E DIARIAS";"000107078";"1.085,91";"0,00";"1.085,91"
"EPTC";"13/04/2015";"CNPJ";"1802239000148";"SHOPPING TOUR-CAMBIO E TURISMO LTDA.";"CON:000001/2015";"VIAGENS E DIARIAS";"000107089";"974,00";"0,00";"974,00"
"EPTC";"13/04/2015";"CNPJ";"2013755000156";"GUSTAVO ZORTEA";"O.C:00018191";"MANUTENCAO E CONSERVACAO";"000002459";"1.104,90";"0,00";"1.104,90"
"EPTC";"13/04/2015";"CNPJ";"2013755000156";"GUSTAVO ZORTEA";"O.C:00018185";"MANUTENCAO E CONSERVACAO";"000002460";"167,00";"0,00";"167,00"
"EPTC";"13/04/2015";"CNPJ";"87174991000107";"PROQUILL PROD. QUIMICOS DE LIMPEZA";"O.C:00018182";"MATERIAL DE LIMPEZA";"000037377";"444,70";"0,00";"444,70"
"EPTC";"14/04/2015";"CNPJ";"4567417000191";"LMV TRANSPORTES LTDA.";"CON:000022/2012";"LOCACAO DE VEICULOS";"000001742";"13.525,00";"576,16";"12.948,84"
"EPTC";"14/04/2015";"CNPJ";"4430358000105";"ALFACOMP AUTOMACAO INDUSTRIAL LTDA";"CON:000006/2013";"PROJETO SOMA";"000000333";"30.212,68";"1.392,80";"28.819,88"
"EPTC";"14/04/2015";"CNPJ";"4430358000105";"ALFACOMP AUTOMACAO INDUSTRIAL LTDA";"CON:000006/2013";"PROJETO SOMA";"000000334";"4.694,74";"216,42";"4.478,32"
"EPTC";"14/04/2015";"CNPJ";"4430358000105";"ALFACOMP AUTOMACAO INDUSTRIAL LTDA";"CON:000006/2013";"PROJETO SOMA";"000000335";"15.842,63";"730,34";"15.112,29"
"EPTC";"14/04/2015";"CNPJ";"4430358000105";"ALFACOMP AUTOMACAO INDUSTRIAL LTDA";"CON:000006/2013";"PROJETO SOMA";"000002009";"569,42";"0,00";"569,42"
"EPTC";"14/04/2015";"CNPJ";"4430358000105";"ALFACOMP AUTOMACAO INDUSTRIAL LTDA";"CON:000006/2013";"PROJETO SOMA";"000002010";"186,60";"0,00";"186,60"
"EPTC";"14/04/2015";"CNPJ";"68779404000169";"MOBICOM TELECOMUNICACAO LTDA";"CON:000015/2011";"SERVICO DE RADIOCOMUNICACAO";"000000106";"18.191,20";"909,56";"17.281,64"
"EPTC";"14/04/2015";"CNPJ";"68779404000169";"MOBICOM TELECOMUNICACAO LTDA";"CON:000015/2011";"SERVICO DE RADIOCOMUNICACAO";"000015483";"10.663,36";"0,00";"10.663,36"
"EPTC";"14/04/2015";"CNPJ";"1211157000129";"SULSYSTEM ANALISE E DES. SISTEMAS LTDA";"CON:000019/2013";"SERVICOS DE INFORMATICA";"000000006";"5.550,00";"452,32";"5.097,68"
"EPTC";"14/04/2015";"CNPJ";"1211157000129";"SULSYSTEM ANALISE E DES. SISTEMAS LTDA";"CON:000010/2010";"SERVICOS DE INFORMATICA";"000000005";"4.496,50";"366,45";"4.130,05"
"EPTC";"14/04/2015";"CNPJ";"40432544000147";"CLARO S.A";"CON:000010/2014";"TELEFONE";"000475363";"1.042,31";"0,00";"1.042,31"
"EPTC";"14/04/2015";"CNPJ";"40432544000147";"CLARO S.A";"CON:000010/2014";"TELEFONE";"015042015";"6.966,09";"0,00";"6.966,09"
"EPTC";"15/04/2015";"CNPJ";"2312399000171";"TELETONER COM.DE MAT.REPROGRAFICOS LTDA";"CON:000028/2010";"EQUIPAMENTOS DE INFORMATICA";"000005680";"25.210,21";"0,00";"25.210,21"
"EPTC";"15/04/2015";"CNPJ";"8272357000130";"VINICIUS ALEX LERMEN - ME";"O.C:00018077";"MATERIAL ELETRICO";"000001066";"397,50";"0,00";"397,50"
"EPTC";"15/04/2015";"CNPJ";"93019537000184";"MARTINS + ANDRADE COMUNICACAO";"CON:000030/2011";"PROPAGANDA E PUBLICIDADE";"000097033";"1.248,00";"7,48";"1.240,52"
"EPTC";"15/04/2015";"CNPJ";"3974098000176";"AIMI & RIBEIRO LTDA";"O.C:00018148";"MATERIAL MEDICO E FARMACEUTICOS";"007322258";"1.287,00";"0,00";"1.287,00"
"EPTC";"15/04/2015";"CNPJ";"87096616000196";"UNIMED PORTO ALEGRE COOP. MEDICA LTDA";"CON:000023/2013";"PLANO DE SAUDE";"000100336";"597.532,11";"3.137,11";"594.395,00"
"EPTC";"16/04/2015";"CNPJ";"73675332000140";"RUA SISTEMA AUTOMATIZADOS LTDA";"CON:000014/2012";"MATERIAL DE EXPEDIENTE";"000001734";"2.544,03";"89,04";"2.454,99"
"EPTC";"16/04/2015";"CNPJ";"94331832000134";"BRASERV LTDA";"CON:000009/2014";"MANUTENCAO E CONSERVACAO";"000004634";"2.400,00";"120,00";"2.280,00"
"EPTC";"16/04/2015";"CNPJ";"57816183000135";"NAPRO ELETRoNICA INDUSTRIAL LTDA";"CON:000022/2013";"LOCACAO DE EQUIPAMENTOS";"000000013";"7.599,00";"0,00";"7.599,00"
"EPTC";"16/04/2015";"CNPJ";"5454564000118";"ABCARD COM. E SERV. GRAFICOS E AUTOM LTA";"CON:000039/2010";"MATERIAL DE CONSUMO";"000000500";"167,31";"0,00";"167,31"
"EPTC";"16/04/2015";"CNPJ";"12899182000163";"BSP INFORMATICA LTDA";"O.C:00018048";"SERVICOS DE INFORMATICA";"000007271";"635,00";"0,00";"635,00"
"EPTC";"16/04/2015";"CNPJ";"2726274000198";"ALCEO CARLESSO - ME";"CON:000003/2014";"MANUTENCAO E CONSERVACAO";"000011586";"1.179,00";"32,89";"1.146,11"
"EPTC";"16/04/2015";"CNPJ";"69034668000156";"SODEXO PASS DO BRASIL SERV. E COM. S.A.";"CON:000017/2011";"VALE ALIMENTACAO";"000445908";"411,60";"0,00";"411,60"
"EPTC";"16/04/2015";"CNPJ";"69034668000156";"SODEXO PASS DO BRASIL SERV. E COM. S.A.";"CON:000017/2011";"VALE ALIMENTACAO";"000445911";"220,50";"0,00";"220,50"
"EPTC";"16/04/2015";"CNPJ";"12811487000171";"MULTISUL COMERCIO E DISTRIBUICAO LTDA ME";"O.C:00018179";"MATERIAL DE LIMPEZA";"000005513";"362,00";"0,00";"362,00"
"EPTC";"16/04/2015";"CNPJ";"88664000154";"DZL DISTRIBUIDORA ZANATA LTDA.";"O.C:00018181";"MATERIAL DE LIMPEZA";"000019691";"1.357,52";"0,00";"1.357,52"
"EPTC";"16/04/2015";"CNPJ";"43999630001015";"AVERY DENNISON DO BRASIL LTDA";"O.C:00018165";"MATERIAL DE SINALIZACAO VIARIA";"000069654";"33.133,31";"0,00";"33.133,31"
"EPTC";"16/04/2015";"CNPJ";"8606524000132";"PROTEPAR AR CONDICIONADO LTDA";"CON:000017/2012";"MANUTENCAO E CONSERVACAO";"000000005";"13.327,53";"666,37";"12.661,16"
"EPTC";"16/04/2015";"CNPJ";"8606524000132";"PROTEPAR AR CONDICIONADO LTDA";"CON:000017/2012";"MANUTENCAO E CONSERVACAO";"000000006";"398,00";"19,90";"378,10"
"EPTC";"16/04/2015";"CNPJ";"15616221000166";"DENIZIO PIRES CORREA";"CON:000019/2012";"RECOLHIMENTO DE ANIMAIS";"000000044";"17.169,82";"343,39";"16.826,43"
"EPTC";"16/04/2015";"CNPJ";"10233938000105";"PANDA TRABALHO EM ALTURA LTDA";"CON:000013/2013";"LAVAGEM DAS PARADAS";"000000395";"111.505,03";"17.840,80";"93.664,23"
"EPTC";"16/04/2015";"CNPJ";"87124582000104";"COMPANHIA PROC.DADOS RGS-PROCERGS";"CON:000014/2011";"SERVICOS DE INFORMATICA";"000244450";"15.530,80";"0,00";"15.530,80"
"EPTC";"16/04/2015";"CNPJ";"87124582000104";"COMPANHIA PROC.DADOS RGS-PROCERGS";"CON:000014/2011";"SERVICOS DE INFORMATICA";"000055900";"289,32";"0,00";"289,32"
"EPTC";"17/04/2015";"CNPJ";"9307244000196";"ALINE DE OLIVEIRA SOUZA";"O.C:00018188";"OUTRAS DESPESAS";"007443541";"694,00";"0,00";"694,00"
"EPTC";"17/04/2015";"CNPJ";"9307244000196";"ALINE DE OLIVEIRA SOUZA";"O.C:00018192";"OUTRAS DESPESAS";"007476825";"733,44";"0,00";"733,44"
"EPTC";"17/04/2015";"CNPJ";"8517489000185";"TRTW INFORMATICA LTDA";"CON:000016/2014";"SERVICOS MANUTENCAO REDE/MICRO";"000000004";"1.700,00";"59,50";"1.640,50"
"EPTC";"17/04/2015";"CNPJ";"7161152000115";"G.P.A TREINAMENTO F. PERSONALIZADO LTDA.";"CON:000016/2012";"OUTROS SERVICOS PRESTADOS PJ";"000003038";"3.132,40";"135,00";"2.997,40"
"EPTC";"17/04/2015";"CNPJ";"8829940000108";"GABRIELA TORRES RAUBER";"O.C:00018176";"MATERIAL DE LIMPEZA";"000006842";"345,40";"0,00";"345,40"
"EPTC";"20/04/2015";"CNPJ";"5340639000130";"PRIME CONS. E ASSE. EMPRESARIAL LTDA";"CON:000024/2014";"MANUTENCAO DE VEICULOS";"000021611";"44.316,05";"0,00";"44.316,05"
"EPTC";"20/04/2015";"CNPJ";"5340639000130";"PRIME CONS. E ASSE. EMPRESARIAL LTDA";"CON:000024/2014";"MANUTENCAO DE VEICULOS";"000016131";"40.096,32";"0,00";"40.096,32"
"EPTC";"22/04/2015";"CNPJ";"94934502000133";"FRANCISCO E A FONTE";"CON:000021/2014";"UNIFORMES";"000000675";"52,50";"0,00";"52,50"
"EPTC";"22/04/2015";"CNPJ";"699317000168";"DOBRABEM CORTE DOBRA COM. BENEF DE AcO";"O.C:00018194";"MATERIAL DE EXPEDIENTE";"000023215";"900,00";"0,00";"900,00"
"EPTC";"23/04/2015";"CNPJ";"72313828000100";"PLENOBRAS DISTRIBUIDORA ELETRICA LTDA.";"O.C:00018200";"MANUTENCAO E CONSERVACAO";"000142448";"205,00";"0,00";"205,00"
"EPTC";"23/04/2015";"CNPJ";"2107038000193";"VELUART COMERCIO DE PAPEIS LTDA";"O.C:00018193";"MATERIAL DE SINALIZACAO VIARIA";"000000759";"3.989,16";"0,00";"3.989,16"
"EPTC";"23/04/2015";"CNPJ";"3696188000142";"DAROS SUPRIMENTOS P/ INFORM.E ESCR. LTDA";"O.C:00018175";"MATERIAL DE EXPEDIENTE";"000006400";"174,45";"0,00";"174,45"
"EPTC";"23/04/2015";"CNPJ";"34028316002661";"EMPRESA BRASILEIRA DE CORREIOS E TELEGRA";"CON:000010/2012";"CORREIOS, CONDUCAO, MALOTE";"000309419";"6.811,45";"0,00";"6.811,45"
"EPTC";"23/04/2015";"CNPJ";"8471046000109";"DESKART SUL DISTR. DE MAT. DE LIMP. LTDA";"O.C:00018183";"MATERIAL DE LIMPEZA";"000010290";"991,90";"0,00";"991,90"
"EPTC";"23/04/2015";"CNPJ";"93315190000117";"ELISEU KOPP E CIA LTDA";"CON:000020/2011";"LOCACAO DE EQUIPAMENTOS";"000000004";"105.967,28";"5.298,36";"100.668,92"
"EPTC";"23/04/2015";"CNPJ";"93315190000117";"ELISEU KOPP E CIA LTDA";"CON:000027/2010";"LOCACAO DE EQUIPAMENTOS";"000000005";"266.992,85";"13.349,64";"253.643,21"
"EPTC";"24/04/2015";"CNPJ";"2942179000121";"MATIZ IND DE PLACAS DE SINALIZACAO LTDA";"O.C:00018124";"MATERIAL DE SINALIZACAO VIARIA";"000000705";"33.757,20";"0,00";"33.757,20"
"EPTC";"24/04/2015";"CNPJ";"88664000154";"DZL DISTRIBUIDORA ZANATA LTDA.";"O.C:00018196";"MATERIAL DE LIMPEZA";"000019804";"1.200,00";"0,00";"1.200,00"
